,Year,Region,Industry,Employee _size,Employment_number,Business_number,Turnover
2471,2018,Yorkshire and the Humber,J,   2-4,151,51715,14984
2472,2018,Yorkshire and the Humber,J,   5-9,127,18595,13748
2473,2018,Yorkshire and the Humber,J,   10-19,143,10360,15235
2474,2018,Yorkshire and the Humber,J,   20-49,173,5700,20809
2475,2018,Yorkshire and the Humber,J,   50-99,128,1875,16848
2476,2018,Yorkshire and the Humber,J,   100-199,104,755,15251
2477,2018,Yorkshire and the Humber,J,   200-249,40,180,5038
2478,2018,Yorkshire and the Humber,J,   250-499,95,275,18477
2479,2018,Yorkshire and the Humber,J,   500 or more,761,275,99161
2480,2018,Yorkshire and the Humber,K,   1,0,75, ..
2481,2018,Yorkshire and the Humber,K,   2-4,2,785, ..
2482,2018,Yorkshire and the Humber,K,   5-9,2,260, ..
2483,2018,Yorkshire and the Humber,K,   10-19,1,110, ..
2484,2018,Yorkshire and the Humber,K,   20-49,1,45, ..
2485,2018,Yorkshire and the Humber,K,   50-99,2,30, ..
2486,2018,Yorkshire and the Humber,K,   100-199,1,10, ..
2487,2018,Yorkshire and the Humber,K,   200-249,1,5, ..
2488,2018,Yorkshire and the Humber,K,   250-499,2,5, ..
2489,2018,Yorkshire and the Humber,K,   500 or more,72,10, ..
2490,2018,Yorkshire and the Humber,L,   1,0,185,34
2491,2018,Yorkshire and the Humber,L,   2-4,5,1740,527
2492,2018,Yorkshire and the Humber,L,   5-9,4,580,389
2493,2018,Yorkshire and the Humber,L,   10-19,3,235,319
2494,2018,Yorkshire and the Humber,L,   20-49,2,70,150
2495,2018,Yorkshire and the Humber,L,   50-99,1,15,62
2496,2018,Yorkshire and the Humber,L,   100-199,1,5,*
2497,2018,Yorkshire and the Humber,L,   200-249,*,5,*
2498,2018,Yorkshire and the Humber,L,   250-499,*,5,*
2499,2018,Yorkshire and the Humber,L,   500 or more,7,5,440
2500,2018,Yorkshire and the Humber,M,   1,2,975,*
2501,2018,Yorkshire and the Humber,M,   2-4,19,7465,1894
2502,2018,Yorkshire and the Humber,M,   5-9,12,1750,1098
2503,2018,Yorkshire and the Humber,M,   10-19,13,925,1045
2504,2018,Yorkshire and the Humber,M,   20-49,14,445,1230
2505,2018,Yorkshire and the Humber,M,   50-99,11,160,915
2506,2018,Yorkshire and the Humber,M,   100-199,10,70,1048
2507,2018,Yorkshire and the Humber,M,   200-249,2,10,*
2508,2018,Yorkshire and the Humber,M,   250-499,7,20,1783
2509,2018,Yorkshire and the Humber,M,   500 or more,19,15,2670
2510,2018,Yorkshire and the Humber,N,   1,3,1470,350
2511,2018,Yorkshire and the Humber,N,   2-4,11,3750,1336
2512,2018,Yorkshire and the Humber,N,   5-9,8,1175,1945
2513,2018,Yorkshire and the Humber,N,   10-19,9,650,1199
2514,2018,Yorkshire and the Humber,N,   20-49,10,350,907
2515,2018,Yorkshire and the Humber,N,   50-99,12,175,1067
2516,2018,Yorkshire and the Humber,N,   100-199,12,90,1332
2517,2018,Yorkshire and the Humber,N,   200-249,6,25,249
2518,2018,Yorkshire and the Humber,N,   250-499,9,25,1706
2519,2018,Yorkshire and the Humber,N,   500 or more,51,35,1772
2520,2018,Yorkshire and the Humber,P,   1,0,75,*
2521,2018,Yorkshire and the Humber,P,   2-4,2,725,118
2522,2018,Yorkshire and the Humber,P,   5-9,2,290,109
2523,2018,Yorkshire and the Humber,P,   10-19,3,210,152
2524,2018,Yorkshire and the Humber,P,   20-49,3,95,*
2525,2018,Yorkshire and the Humber,P,   50-99,2,25,87
2526,2018,Yorkshire and the Humber,P,   100-199,1,10,82
2527,2018,Yorkshire and the Humber,P,   200-249,*,5,*
2528,2018,Yorkshire and the Humber,P,   250-499,*,5,*
2529,2018,Yorkshire and the Humber,P,   500 or more,*,0,*
2530,2018,Yorkshire and the Humber,Q,   1,1,350,38
2531,2018,Yorkshire and the Humber,Q,   2-4,4,1450,234
2532,2018,Yorkshire and the Humber,Q,   5-9,6,750,282
2533,2018,Yorkshire and the Humber,Q,   10-19,14,940,745
2534,2018,Yorkshire and the Humber,Q,   20-49,23,700,1191
2535,2018,Yorkshire and the Humber,Q,   50-99,14,215,643
2536,2018,Yorkshire and the Humber,Q,   100-199,8,60,344
2537,2018,Yorkshire and the Humber,Q,   200-249,3,15,127
2538,2018,Yorkshire and the Humber,Q,   250-499,9,25,330
2539,2018,Yorkshire and the Humber,Q,   500 or more,28,25,926
2540,2018,Yorkshire and the Humber,R,   1,0,155,*
2541,2018,Yorkshire and the Humber,R,   2-4,2,865,166
2542,2018,Yorkshire and the Humber,R,   5-9,2,330,*
2543,2018,Yorkshire and the Humber,R,   10-19,3,190,158
2544,2018,Yorkshire and the Humber,R,   20-49,4,135,140
2545,2018,Yorkshire and the Humber,R,   50-99,2,35,94
2546,2018,Yorkshire and the Humber,R,   100-199,3,20,227
2547,2018,Yorkshire and the Humber,R,   200-249,2,10,67
2548,2018,Yorkshire and the Humber,R,   250-499,4,10,151
2549,2018,Yorkshire and the Humber,R,   500 or more,5,5,248
2550,2018,Yorkshire and the Humber,S,   1,2,1025,*
2551,2018,Yorkshire and the Humber,S,   2-4,9,2840,410
2552,2018,Yorkshire and the Humber,S,   5-9,6,905,260
2553,2018,Yorkshire and the Humber,S,   10-19,4,270,231
2554,2018,Yorkshire and the Humber,S,   20-49,2,75,*
2555,2018,Yorkshire and the Humber,S,   50-99,1,15,56
2556,2018,Yorkshire and the Humber,S,   100-199,*,5,*
2557,2018,Yorkshire and the Humber,S,   200-249,0,0,0
2558,2018,Yorkshire and the Humber,S,   250-499,0,0,0
2559,2018,Yorkshire and the Humber,S,   500 or more,*,5,*
2560,2018,East Midlands,A,   1,4,1410,289
2561,2018,East Midlands,A,   2-4,8,2075,871
2562,2018,East Midlands,A,   5-9,5,675,598
2563,2018,East Midlands,A,   10-19,3,245,415
2564,2018,East Midlands,A,   20-49,3,110,593
2565,2018,East Midlands,A,   50-99,*,25,*
2566,2018,East Midlands,A,   100-199,1,10,204
2567,2018,East Midlands,A,   200-249,*,0,*
2568,2018,East Midlands,A,   250-499,*,5,*
2569,2018,East Midlands,A,   500 or more,0,0,0
2570,2018,East Midlands,B,   1,*,15,3
2571,2018,East Midlands,B,   2-4,1,230,173
2572,2018,East Midlands,B,   5-9,1,130,358
2573,2018,East Midlands,B,   10-19,1,70,143
2574,2018,East Midlands,B,   20-49,2,60,*
2575,2018,East Midlands,B,   50-99,1,20,168
2576,2018,East Midlands,B,   100-199,1,10,326
2577,2018,East Midlands,B,   200-249,0,0,0
2578,2018,East Midlands,B,   250-499,1,5,321
2579,2018,East Midlands,B,   500 or more,*,0,*
2580,2018,East Midlands,C,   1,1,445,64
2581,2018,East Midlands,C,   2-4,9,3145,1029
2582,2018,East Midlands,C,   5-9,12,1770,1076
2583,2018,East Midlands,C,   10-19,18,1285,1663
2584,2018,East Midlands,C,   20-49,31,975,3467
2585,2018,East Midlands,C,   50-99,29,420,3776
2586,2018,East Midlands,C,   100-199,26,190,3908
2587,2018,East Midlands,C,   200-249,13,55,2219
2588,2018,East Midlands,C,   250-499,24,70,4422
2589,2018,East Midlands,C,   500 or more,89,45,26360
2590,2018,East Midlands,F,   1,3,1580,266
2591,2018,East Midlands,F,   2-4,20,7265,2549
2592,2018,East Midlands,F,   5-9,12,1880,1768
2593,2018,East Midlands,F,   10-19,11,840,1857
2594,2018,East Midlands,F,   20-49,11,350,1861
2595,2018,East Midlands,F,   50-99,7,105,1403
2596,2018,East Midlands,F,   100-199,5,30,896
2597,2018,East Midlands,F,   200-249,1,5,614
2598,2018,East Midlands,F,   250-499,3,10,524
2599,2018,East Midlands,F,   500 or more,12,10,6420
2600,2018,East Midlands,G,   1,5,1975,429
2601,2018,East Midlands,G,   2-4,26,8620,4139
2602,2018,East Midlands,G,   5-9,27,4015,8675
2603,2018,East Midlands,G,   10-19,25,1820,5247
2604,2018,East Midlands,G,   20-49,27,900,6290
2605,2018,East Midlands,G,   50-99,18,265,4889
2606,2018,East Midlands,G,   100-199,15,110,3945
2607,2018,East Midlands,G,   200-249,3,15,971
2608,2018,East Midlands,G,   250-499,15,45,4926
2609,2018,East Midlands,G,   500 or more,247,50,42323
2610,2018,East Midlands,H,   1,*,295,*
2611,2018,East Midlands,H,   2-4,6,2430,549
2612,2018,East Midlands,H,   5-9,5,705,389
2613,2018,East Midlands,H,   10-19,5,380,510
2614,2018,East Midlands,H,   20-49,7,240,767
2615,2018,East Midlands,H,   50-99,5,80,722
2616,2018,East Midlands,H,   100-199,5,35,629
2617,2018,East Midlands,H,   200-249,*,5,*
2618,2018,East Midlands,H,   250-499,7,20,1028
2619,2018,East Midlands,H,   500 or more,174,15,12039
2620,2018,East Midlands,I,   1,2,810,90
2621,2018,East Midlands,I,   2-4,13,3805,572
2622,2018,East Midlands,I,   5-9,14,2045,481
2623,2018,East Midlands,I,   10-19,18,1295,510
2624,2018,East Midlands,I,   20-49,16,585,467
2625,2018,East Midlands,I,   50-99,8,120,279
2626,2018,East Midlands,I,   100-199,6,40,179
2627,2018,East Midlands,I,   200-249,1,10,*
2628,2018,East Midlands,I,   250-499,4,10,*
2629,2018,East Midlands,I,   500 or more,14,10,617
2630,2018,East Midlands,J,   1,23,10260,1756
2631,2018,East Midlands,J,   2-4,142,49785,14556
2632,2018,East Midlands,J,   5-9,119,17550,16490
2633,2018,East Midlands,J,   10-19,130,9505,13868
2634,2018,East Midlands,J,   20-49,160,5260,19500
2635,2018,East Midlands,J,   50-99,113,1640,14255
2636,2018,East Midlands,J,   100-199,98,705,13281
2637,2018,East Midlands,J,   200-249,33,145,4698
2638,2018,East Midlands,J,   250-499,95,275,14107
2639,2018,East Midlands,J,   500 or more,783,220,97921
2640,2018,East Midlands,K,   1,0,50, ..
2641,2018,East Midlands,K,   2-4,2,770, ..
2642,2018,East Midlands,K,   5-9,1,215, ..
2643,2018,East Midlands,K,   10-19,1,105, ..
2644,2018,East Midlands,K,   20-49,1,45, ..
2645,2018,East Midlands,K,   50-99,1,20, ..
2646,2018,East Midlands,K,   100-199,*,10, ..
2647,2018,East Midlands,K,   200-249,*,0, ..
2648,2018,East Midlands,K,   250-499,2,5, ..
2649,2018,East Midlands,K,   500 or more,28,5, ..
2650,2018,East Midlands,L,   1,*,130,*
2651,2018,East Midlands,L,   2-4,4,1475,413
2652,2018,East Midlands,L,   5-9,3,515,276
2653,2018,East Midlands,L,   10-19,3,200,190
2654,2018,East Midlands,L,   20-49,2,60,*
2655,2018,East Midlands,L,   50-99,1,15,*
2656,2018,East Midlands,L,   100-199,*,10,202
2657,2018,East Midlands,L,   200-249,0,0,0
2658,2018,East Midlands,L,   250-499,*,0,*
2659,2018,East Midlands,L,   500 or more,*,5,*
2660,2018,East Midlands,M,   1,2,855,*
2661,2018,East Midlands,M,   2-4,19,7525,1585
2662,2018,East Midlands,M,   5-9,10,1550,858
2663,2018,East Midlands,M,   10-19,11,780,930
2664,2018,East Midlands,M,   20-49,13,420,2601
2665,2018,East Midlands,M,   50-99,8,115,727
2666,2018,East Midlands,M,   100-199,6,45,981
2667,2018,East Midlands,M,   200-249,2,10,*
2668,2018,East Midlands,M,   250-499,6,15,724
2669,2018,East Midlands,M,   500 or more,16,10,1749
2670,2018,East Midlands,N,   1,3,1275,293
2671,2018,East Midlands,N,   2-4,12,4260,1313
2672,2018,East Midlands,N,   5-9,9,1440,992
2673,2018,East Midlands,N,   10-19,9,660,933
2674,2018,East Midlands,N,   20-49,11,360,927
2675,2018,East Midlands,N,   50-99,10,145,795
2676,2018,East Midlands,N,   100-199,12,85,935
2677,2018,East Midlands,N,   200-249,4,20,130
2678,2018,East Midlands,N,   250-499,16,45,845
2679,2018,East Midlands,N,   500 or more,137,35,3488
2680,2018,East Midlands,P,   1,*,70,*
2681,2018,East Midlands,P,   2-4,2,675,111
2682,2018,East Midlands,P,   5-9,2,315,*
2683,2018,East Midlands,P,   10-19,3,215,142
2684,2018,East Midlands,P,   20-49,2,75,112
2685,2018,East Midlands,P,   50-99,*,20,67
2686,2018,East Midlands,P,   100-199,1,10,*
2687,2018,East Midlands,P,   200-249,*,0,*
2688,2018,East Midlands,P,   250-499,2,5,*
2689,2018,East Midlands,P,   500 or more,*,5,*
2690,2018,East Midlands,Q,   1,1,290,32
2691,2018,East Midlands,Q,   2-4,4,1370,216
2692,2018,East Midlands,Q,   5-9,6,755,279
2693,2018,East Midlands,Q,   10-19,12,820,611
2694,2018,East Midlands,Q,   20-49,23,705,1201
2695,2018,East Midlands,Q,   50-99,14,200,642
2696,2018,East Midlands,Q,   100-199,9,70,420
2697,2018,East Midlands,Q,   200-249,4,15,130
2698,2018,East Midlands,Q,   250-499,8,25,244
2699,2018,East Midlands,Q,   500 or more,42,20,1279
2700,2018,East Midlands,R,   1,0,125,19
2701,2018,East Midlands,R,   2-4,2,790,159
2702,2018,East Midlands,R,   5-9,2,285,*
2703,2018,East Midlands,R,   10-19,2,175,107
2704,2018,East Midlands,R,   20-49,4,120,144
2705,2018,East Midlands,R,   50-99,2,35,98
2706,2018,East Midlands,R,   100-199,3,20,131
2707,2018,East Midlands,R,   200-249,*,0,*
2708,2018,East Midlands,R,   250-499,*,10,*
2709,2018,East Midlands,R,   500 or more,9,5,1047
2710,2018,East Midlands,S,   1,2,870,*
2711,2018,East Midlands,S,   2-4,8,2510,344
2712,2018,East Midlands,S,   5-9,5,795,237
2713,2018,East Midlands,S,   10-19,4,330,242
2714,2018,East Midlands,S,   20-49,2,85,*
2715,2018,East Midlands,S,   50-99,1,15,79
2716,2018,East Midlands,S,   100-199,1,5,*
2717,2018,East Midlands,S,   200-249,*,0,*
2718,2018,East Midlands,S,   250-499,*,0,*
2719,2018,East Midlands,S,   500 or more,*,0,*
2720,2018,West Midlands,A,   1,5,1795,381
2721,2018,West Midlands,A,   2-4,8,2045,863
2722,2018,West Midlands,A,   5-9,4,600,553
2723,2018,West Midlands,A,   10-19,2,170,251
2724,2018,West Midlands,A,   20-49,3,85,192
2725,2018,West Midlands,A,   50-99,*,25,*
2726,2018,West Midlands,A,   100-199,2,15,164
2727,2018,West Midlands,A,   200-249,*,5,*
2728,2018,West Midlands,A,   250-499,4,10,*
2729,2018,West Midlands,A,   500 or more,5,5,199
2730,2018,West Midlands,B,   1,0,20,5
2731,2018,West Midlands,B,   2-4,1,255,124
2732,2018,West Midlands,B,   5-9,*,175,394
2733,2018,West Midlands,B,   10-19,2,135,293
2734,2018,West Midlands,B,   20-49,*,70,708
2735,2018,West Midlands,B,   50-99,1,15,267
2736,2018,West Midlands,B,   100-199,*,10,120
2737,2018,West Midlands,B,   200-249,*,0,*
2738,2018,West Midlands,B,   250-499,2,5,*
2739,2018,West Midlands,B,   500 or more,32,10,14703
2740,2018,West Midlands,C,   1,1,515,74
2741,2018,West Midlands,C,   2-4,11,3905,1093
2742,2018,West Midlands,C,   5-9,14,2130,1334
2743,2018,West Midlands,C,   10-19,21,1555,2121
2744,2018,West Midlands,C,   20-49,39,1235,4543
2745,2018,West Midlands,C,   50-99,35,500,4873
2746,2018,West Midlands,C,   100-199,31,220,4410
2747,2018,West Midlands,C,   200-249,10,45,2536
2748,2018,West Midlands,C,   250-499,34,100,6907
2749,2018,West Midlands,C,   500 or more,124,65,60447
2750,2018,West Midlands,F,   1,3,1505,264
2751,2018,West Midlands,F,   2-4,21,7780,3373
2752,2018,West Midlands,F,   5-9,13,2025,2285
2753,2018,West Midlands,F,   10-19,13,955,1970
2754,2018,West Midlands,F,   20-49,11,380,2213
2755,2018,West Midlands,F,   50-99,6,95,1351
2756,2018,West Midlands,F,   100-199,4,30,953
2757,2018,West Midlands,F,   200-249,3,10,525
2758,2018,West Midlands,F,   250-499,4,10,925
2759,2018,West Midlands,F,   500 or more,15,15,4930
2760,2018,West Midlands,G,   1,5,2365,501
2761,2018,West Midlands,G,   2-4,34,11135,4918
2762,2018,West Midlands,G,   5-9,33,4920,5191
2763,2018,West Midlands,G,   10-19,31,2305,13530
2764,2018,West Midlands,G,   20-49,31,1050,8478
2765,2018,West Midlands,G,   50-99,22,310,5892
2766,2018,West Midlands,G,   100-199,16,115,3639
2767,2018,West Midlands,G,   200-249,5,20,2362
2768,2018,West Midlands,G,   250-499,19,55,5470
2769,2018,West Midlands,G,   500 or more,177,50,36820
2770,2018,West Midlands,H,   1,1,325,45
2771,2018,West Midlands,H,   2-4,10,3700,948
2772,2018,West Midlands,H,   5-9,6,975,509
2773,2018,West Midlands,H,   10-19,6,450,653
2774,2018,West Midlands,H,   20-49,7,245,815
2775,2018,West Midlands,H,   50-99,5,70,513
2776,2018,West Midlands,H,   100-199,4,30,1017
2777,2018,West Midlands,H,   200-249,1,5,59
2778,2018,West Midlands,H,   250-499,3,10,410
2779,2018,West Midlands,H,   500 or more,45,20,5777
2780,2018,West Midlands,I,   1,*,950,99
2781,2018,West Midlands,I,   2-4,16,4585,747
2782,2018,West Midlands,I,   5-9,16,2320,550
2783,2018,West Midlands,I,   10-19,17,1240,521
2784,2018,West Midlands,I,   20-49,18,640,581
2785,2018,West Midlands,I,   50-99,9,140,355
2786,2018,West Midlands,I,   100-199,6,45,242
2787,2018,West Midlands,I,   200-249,*,5,*
2788,2018,West Midlands,I,   250-499,4,15,*
2789,2018,West Midlands,I,   500 or more,151,30,7229
2790,2018,West Midlands,J,   1,26,11685,1994
2791,2018,West Midlands,J,   2-4,175,61330,18527
2792,2018,West Midlands,J,   5-9,162,23850,17222
2793,2018,West Midlands,J,   10-19,158,11660,25085
2794,2018,West Midlands,J,   20-49,182,6010,23193
2795,2018,West Midlands,J,   50-99,132,1915,17407
2796,2018,West Midlands,J,   100-199,103,750,13824
2797,2018,West Midlands,J,   200-249,36,160,6872
2798,2018,West Midlands,J,   250-499,115,330,17574
2799,2018,West Midlands,J,   500 or more,843,315,148048
2800,2018,West Midlands,K,   1,0,80, ..
2801,2018,West Midlands,K,   2-4,2,850, ..
2802,2018,West Midlands,K,   5-9,*,300, ..
2803,2018,West Midlands,K,   10-19,1,110, ..
2804,2018,West Midlands,K,   20-49,*,60, ..
2805,2018,West Midlands,K,   50-99,2,20, ..
2806,2018,West Midlands,K,   100-199,*,5, ..
2807,2018,West Midlands,K,   200-249,*,0, ..
2808,2018,West Midlands,K,   250-499,2,5, ..
2809,2018,West Midlands,K,   500 or more,13,10, ..
2810,2018,West Midlands,L,   1,0,195,*
2811,2018,West Midlands,L,   2-4,5,1785,571
2812,2018,West Midlands,L,   5-9,4,610,357
2813,2018,West Midlands,L,   10-19,3,240,318
2814,2018,West Midlands,L,   20-49,2,75,*
2815,2018,West Midlands,L,   50-99,*,20,*
2816,2018,West Midlands,L,   100-199,2,10,212
2817,2018,West Midlands,L,   200-249,*,0,*
2818,2018,West Midlands,L,   250-499,*,0,*
2819,2018,West Midlands,L,   500 or more,7,5,710
2820,2018,West Midlands,M,   1,2,1010,138
2821,2018,West Midlands,M,   2-4,23,9160,1887
2822,2018,West Midlands,M,   5-9,16,2335,1602
2823,2018,West Midlands,M,   10-19,14,1060,1639
2824,2018,West Midlands,M,   20-49,14,475,1380
2825,2018,West Midlands,M,   50-99,8,120,665
2826,2018,West Midlands,M,   100-199,8,60,1094
2827,2018,West Midlands,M,   200-249,4,20,309
2828,2018,West Midlands,M,   250-499,8,25,820
2829,2018,West Midlands,M,   500 or more,18,15,1923
2830,2018,West Midlands,N,   1,3,1290,303
2831,2018,West Midlands,N,   2-4,16,5760,2280
2832,2018,West Midlands,N,   5-9,23,3465,2620
2833,2018,West Midlands,N,   10-19,14,1100,1751
2834,2018,West Midlands,N,   20-49,14,465,1630
2835,2018,West Midlands,N,   50-99,13,195,964
2836,2018,West Midlands,N,   100-199,11,80,598
2837,2018,West Midlands,N,   200-249,5,25,519
2838,2018,West Midlands,N,   250-499,12,35,790
2839,2018,West Midlands,N,   500 or more,187,50,10113
2840,2018,West Midlands,P,   1,*,70,*
2841,2018,West Midlands,P,   2-4,2,795,*
2842,2018,West Midlands,P,   5-9,2,350,*
2843,2018,West Midlands,P,   10-19,3,220,*
2844,2018,West Midlands,P,   20-49,3,90,*
2845,2018,West Midlands,P,   50-99,2,35,*
2846,2018,West Midlands,P,   100-199,*,20,*
2847,2018,West Midlands,P,   200-249,*,5,*
2848,2018,West Midlands,P,   250-499,2,5,*
2849,2018,West Midlands,P,   500 or more,*,5,*
2850,2018,West Midlands,Q,   1,1,310,35
2851,2018,West Midlands,Q,   2-4,5,1715,269
2852,2018,West Midlands,Q,   5-9,10,1345,530
2853,2018,West Midlands,Q,   10-19,17,1120,830
2854,2018,West Midlands,Q,   20-49,23,720,1221
2855,2018,West Midlands,Q,   50-99,17,250,919
2856,2018,West Midlands,Q,   100-199,8,60,347
2857,2018,West Midlands,Q,   200-249,2,10,*
2858,2018,West Midlands,Q,   250-499,10,30,*
2859,2018,West Midlands,Q,   500 or more,38,20,2248
2860,2018,West Midlands,R,   1,0,125,18
2861,2018,West Midlands,R,   2-4,3,940,*
2862,2018,West Midlands,R,   5-9,5,680,381
2863,2018,West Midlands,R,   10-19,3,240,*
2864,2018,West Midlands,R,   20-49,3,110,109
2865,2018,West Midlands,R,   50-99,2,35,*
2866,2018,West Midlands,R,   100-199,2,15,*
2867,2018,West Midlands,R,   200-249,2,5,55
2868,2018,West Midlands,R,   250-499,4,10,252
2869,2018,West Midlands,R,   500 or more,10,5,819
2870,2018,West Midlands,S,   1,2,1065,*
2871,2018,West Midlands,S,   2-4,10,3100,466
2872,2018,West Midlands,S,   5-9,7,1010,*
2873,2018,West Midlands,S,   10-19,5,400,315
2874,2018,West Midlands,S,   20-49,3,115,*
2875,2018,West Midlands,S,   50-99,*,25,*
2876,2018,West Midlands,S,   100-199,*,10,*
2877,2018,West Midlands,S,   200-249,*,0,*
2878,2018,West Midlands,S,   250-499,*,0,*
2879,2018,West Midlands,S,   500 or more,*,5,*
2880,2018,East of England,A,   1,4,1495,346
2881,2018,East of England,A,   2-4,9,2500,953
2882,2018,East of England,A,   5-9,6,890,858
2883,2018,East of England,A,   10-19,5,360,613
2884,2018,East of England,A,   20-49,5,160,680
2885,2018,East of England,A,   50-99,4,60,572
